2.9553,1.8155,4.1061,2.5466,0.22484,0.91848
6.2147,2.9998,5.2023,2.8877,0.99331,0.72327
0.92136,7.0673,0.7781,1.1772,1.7193,0.7531
0.49256,4.822,9.1012,1.4026,2.5187,0.6337
0.20911,4.4044,6.8001,1.0592,2.6959,0.59913
1.0773,7.9042,6.3689,1.1823,2.8999,0.87272
0.076043,2.3687,7.5339,1.4659,0.52748,0.9239
3.3976,0.31679,4.2705,1.9431,2.2093,0.53116
3.6008,2.5152,8.9586,1.9107,0.035887,0.59222
1.6559,2.4849,6.5637,2.7235,0.59383,0.59291
1.0764,8.301,6.6753,2.7757,2.9763,0.38248
2.436,2.2143,3.3282,2.6424,1.324,0.62956
9.7335,3.6627,0.18715,1.6429,0.13781,0.84284
1.176,3.88,1.4468,1.7389,1.9481,0.65288
0.16521,4.7062,2.1207,0.33648,1.8149,0.69252
0.67769,5.0199,4.8082,1.5321,2.2358,0.81511
6.0229,6.794,9.4625,2.9259,1.5528,0.7015
4.8788,1.9547,1.1318,0.57992,0.21669,0.86301
0.26854,1.4626,4.8728,2.0642,0.68371,0.061099
2.7481,6.5422,1.3558,0.79675,2.5032,0.54377
2.6393,5.8964,4.6181,2.7587,0.33362,0.92213
0.27508,7.3299,1.3532,2.2313,2.972,0.82319
2.7831,2.5726,7.5678,0.78382,0.13089,0.62675
1.5945,2.6582,1.2968,1.9244,1.2478,0.90335
6.9473,1.4655,2.2086,2.4092,0.2708,0.83743
2.4903,3.1323,7.3755,2.8885,2.2074,0.68574
8.6591,3.261,2.5436,2.5762,0.60632,0.58599
3.7522,5.8833,5.8051,1.3478,0.35818,0.65703
0.53414,0.48809,1.0029,2.7926,0.46325,0.97937
9.4197,1.9596,6.2089,2.9464,0.19531,0.85302
7.0272,8.522,1.008,1.7898,1.8811,0.57299
5.013,5.9993,1.7664,2.873,2.795,0.54206
2.4163,4.9608,5.5585,1.7026,2.5057,0.93949
0.065729,3.359,1.3772,1.0695,1.7089,0.419
0.40326,8.942,0.27017,2.0604,1.426,0.58581
0.93016,0.55306,4.6414,0.17827,0.51636,0.8375
2.8084,8.29,3.5686,0.51728,2.7361,0.56978
1.4826,6.6173,0.22349,0.38703,2.183,0.71443
2.4769,1.6339,2.8678,2.5333,1.08,0.65628
2.7332,0.82606,6.5908,1.6191,0.37494,0.6936
5.3238,1.2733,4.7458,1.724,0.11075,0.99092
3.0844,7.7622,2.7715,0.032326,2.49,0.55557
6.8335,9.4774,4.3317,0.24482,1.1807,0.43514
8.4834,0.021016,6.0064,0.18546,0.56283,0.54773
0.73916,9.4344,3.1432,0.30199,1.1575,0.78086
1.6743,9.2707,7.3235,0.47472,1.4102,0.69259
8.1879,3.7868,2.1953,2.1102,2.5172,0.54865
3.474,9.4434,8.6649,0.90186,1.2974,0.57265
6.5875,0.89758,8.0968,2.8148,0.35446,0.88117
9.3357,2.2285,4.9582,0.20104,0.071073,0.93433
2.443,1.1441,1.038,2.7895,2.1008,0.52622
4.0479,2.3878,8.9447,1.9992,0.39011,0.74225
5.3981,3.6104,1.8247,0.047667,2.3987,0.57756
6.4483,2.9759,5.435,2.1881,0.35135,0.64344
2.717,1.0993,8.1812,2.7095,2.2744,0.57215
4.7323,2.4689,9.0541,1.241,0.064771,0.62323
5.4198,0.78267,8.8691,2.3279,0.36754,0.75827
3.991,4.2328,3.4078,2.8146,2.2559,0.60268
0.19779,2.0057,8.0911,0.97676,1.6215,0.94755
4.6392,7.5099,0.21338,0.99166,2.8748,0.51453
2.4576,3.8402,3.9671,0.77821,2.9432,0.56913
0.66056,4.4069,0.69393,1.5908,1.9867,0.9074
2.7719,1.8802,9.0873,2.8976,0.37892,0.80805
1.5505,1.6315,5.367,2.0086,2.607,0.51012
5.9943,9.3892,9.0509,2.3312,2.6959,0.55942
4.2068,1.3838,3.9793,1.7189,1.2034,0.59008
1.3624,9.8981,2.4273,2.2168,2.7298,0.85225
1.0509,5.6707,5.7749,2.6895,2.8398,0.72474
6.0054,3.2754,1.6627,1.4548,2.5543,0.5984
0.64283,9.3539,5.1181,0.031601,0.41585,0.76742
5.5878,4.3053,1.3564,0.25749,1.9999,0.53912
1.7757,4.4135,2.2973,2.5642,2.7737,0.6916
5.9283,1.5897,7.4068,1.8995,1.7236,0.53364
0.021577,9.2943,5.8208,1.5204,0.87138,0.96026
4.5203,0.29814,0.83815,2.6383,0.17566,0.988
0.92607,5.5359,7.237,1.0372,0.10898,0.99556
1.4909,2.2073,4.2703,0.19675,1.7513,0.71605
1.3486,1.4725,3.0774,2.2953,1.4375,0.64222
1.0331,1.131,2.5834,0.015596,0.069769,0.87999
0.75301,1.6163,1.1424,0.46349,2.7394,0.70897
7.8436,0.77228,4.6255,2.6978,0.11183,0.90891
0.74314,0.5472,6.8869,1.831,0.99674,0.83048
3.6171,6.5811,3.895,2.4794,0.16411,0.31513
5.0828,0.51786,6.1899,1.9279,1.2648,0.6902
1.0878,7.0847,0.52585,1.0972,2.4312,0.88921
0.58137,7.7739,4.3439,1.3711,1.1351,0.47636
1.1651,4.7437,3.6907,1.296,1.2065,0.83901
1.5391,4.4696,9.2163,1.1475,1.3416,0.83118
0.83494,3.5467,4.4309,2.339,2.7322,0.93286
1.8491,2.8802,6.5132,0.92572,2.314,0.62861
4.4226,1.4623,0.81341,1.3021,0.70708,0.76425
1.0332,4.5456,5.7638,2.0676,1.9153,0.97092
5.0852,0.10844,5.7726,2.6346,0.6629,0.76022
1.4632,2.6913,1.5331,0.22943,1.1546,0.81504
0.9622,7.5412,0.68312,1.877,0.89476,0.62991
0.69451,6.7754,9.6608,0.86706,2.2177,0.57344
0.27633,8.817,8.3141,2.9723,0.8892,0.70914
0.24999,7.3902,6.7738,0.28526,2.8707,0.48752
2.3236,4.2865,5.1502,0.80943,2.3256,0.7267
5.1815,1.0956,2.7311,2.216,0.82543,0.75712
0.60778,8.4576,3.082,0.70602,2.7136,0.57179
0.9087,5.1129,7.3174,2.4713,2.0721,0.67515
2.7027,6.9387,2.6626,0.5191,2.9887,0.56915
2.6577,2.9856,6.6745,1.1336,1.6492,0.65628
0.94969,4.816,7.573,1.3156,2.8214,0.57865
6.2595,5.2193,4.8008,1.8849,0.18596,0.86664
1.595,6.0411,7.4101,0.69371,1.8203,0.99191
2.3809,4.5216,9.6254,2.5219,0.92905,0.51252
9.6981,0.29285,3.8334,1.3589,0.12834,0.83909
5.9906,4.7761,4.2314,2.2433,1.8918,0.64741
5.7057,0.75022,4.2313,0.96494,0.020411,0.99466
3.8053,6.896,8.6536,0.24201,2.1293,0.54294
1.2151,0.62584,3.169,1.9974,1.5349,0.64315
2.5387,4.5476,8.5949,2.5565,1.0035,0.71137
2.6223,5.2721,3.3135,1.4348,1.9054,0.75407
7.1518,6.4017,9.6187,2.4401,1.1272,0.50235
1.7678,1.5147,2.9388,1.4997,0.9571,0.93675
1.4616,8.7172,4.8922,1.6884,2.3731,0.64552
3.5755,2.285,3.5045,1.7642,0.58038,0.5336
5.5158,5.1574,5.2515,0.80338,1.7879,0.57252
4.2976,0.054791,3.8746,2.6907,0.30751,0.77301
4.5594,1.1079,2.7288,2.3362,0.20047,0.91271
0.41561,2.1801,8.7364,0.78157,0.23485,0.64539
3.0894,2.2483,0.30448,2.6066,0.050886,0.78835
2.0183,4.4345,4.8705,2.3601,1.4295,0.87226
6.1644,1.0752,5.4414,1.2404,0.69886,0.59033
6.5133,3.2263,0.26787,2.5087,0.3437,0.92419
5.7683,8.1465,6.2869,1.9817,0.86074,0.72148
1.2022,5.9589,3.5062,0.47867,2.9061,0.9677
1.062,5.0463,8.3262,2.0237,1.5171,0.68699
8.855,7.3725,9.3631,0.36328,0.3841,0.6238
1.6645,1.0319,4.0767,2.481,0.54552,0.91682
3.9857,3.2141,6.9371,1.2866,0.06203,0.45949
0.77529,9.5575,6.0559,0.17235,1.6475,0.58861
0.88947,4.9455,7.9718,1.5185,0.43374,0.85248
2.357,3.5284,8.5762,2.3963,1.1448,0.65234
0.53591,0.30296,6.3575,0.16552,0.44067,0.8789
2.944,3.474,0.16484,1.7368,0.68273,0.6078
2.2233,4.8898,5.229,1.6677,1.1612,0.73361
2.6856,0.10662,2.4165,1.088,0.1329,0.60766
7.0116,2.5343,3.6752,2.7496,0.17114,0.92022
4.087,3.0217,4.0495,2.0025,0.65802,0.56459
1.4845,0.74383,9.4338,2.665,1.3656,0.72343
3.2709,3.2753,8.3593,2.3714,0.3232,0.55534
0.11347,9.2342,4.0323,0.87112,0.55297,0.1505
3.7583,6.4255,2.1502,2.7253,2.3955,0.58566
0.24686,4.2995,3.4702,2.0678,2.1454,0.94238
4.9217,0.54228,2.1913,1.22,0.36969,0.59377
7.1413,0.068473,7.9586,2.9075,0.099823,0.6951
2.6386,0.93698,6.426,1.7682,2.7848,0.6027
4.8633,1.8995,0.86792,1.8153,1.9726,0.5717
0.66639,0.30657,2.0492,1.6722,1.2299,0.66009
1.0524,2.0647,6.6958,2.031,1.3644,0.6725
1.726,9.3084,3.7155,2.0402,1.1412,0.77249
1.4392,1.8639,1.4464,2.1822,0.65473,0.6259
5.451,3.6671,6.2556,0.36298,0.77042,0.65255
0.17785,6.8656,8.9893,2.5357,2.5594,0.8276
